@var: pct = 1.3065E-22*Tgas
@format:idx,R,R,R,P,P,P,rate
847,CH3SH,H2CS,,CH3S,CH3S,,1.630000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.6465095599999997*(log(Tgas)-1)+-0.0238699512*Tgas/2+6.096451938e-05*Tgas**2/6+-6.542446906400001e-08*Tgas**3/12+2.4919004506e-11*Tgas**4/20--17999.305229999998/Tgas+-10.10739062)
848,CS2,SH,,S2,HCS,,4.980000E-13*Tgas**(0.0000)*exp(-(2.013000E+03)/Tgas)*pct**(0)/exp(-0.8120387299999994*(log(Tgas)-1)+0.016864217253*Tgas/2+-5.0383207379999995e-05*Tgas**2/6+5.777385928e-08*Tgas**3/12+-2.2822234602000002e-11*Tgas**4/20--18507.0936/Tgas+-2.3040485999999976)
849,C2H2,CS,,S,C3H2,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.9595764180000002*(log(Tgas)-1)+0.015824163245*Tgas/2+-4.8360029700000005e-05*Tgas**2/6+5.31670814e-08*Tgas**3/12+-2.0030284910000003e-11*Tgas**4/20--32122.3456/Tgas+3.291220179999999)
850,CS2,H,,S,HCS,,3.320000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.4365973899999998*(log(Tgas)-1)+0.013840959893*Tgas/2+-2.93551394e-05*Tgas**2/6+2.82130755e-08*Tgas**3/12+-1.0167415360000001e-11*Tgas**4/20--27009.741000000005/Tgas+-1.032232939999998)
851,H2CS,H,,S,CH3,,1.400000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.51447039*(log(Tgas)-1)+-0.011387715999999999*Tgas/2+4.10651374e-05*Tgas**2/6+-4.88952732e-08*Tgas**3/12+1.9280650089999998e-11*Tgas**4/20--10834.897399999998/Tgas+-2.88412341)
852,H2CS,H,,CH,H2S,,2.800000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.1210966*(log(Tgas)-1)+-0.0029261820199999997*Tgas/2+2.57909669e-05*Tgas**2/6+-3.59550044e-08*Tgas**3/12+1.5044306199999998e-11*Tgas**4/20--28883.887070000008/Tgas+1.2358115500000004)
853,H2CS,H2,,CH3S,H,,3.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.4266082300000003*(log(Tgas)-1)+-0.0159740256146*Tgas/2+3.6552770796e-05*Tgas**2/6+-3.9016770661e-08*Tgas**3/12+1.5055985532399996e-11*Tgas**4/20--27269.48959/Tgas+-9.76405016)
854,H2CS,CH3S,,CH3SH,HCS,,7.260000E-12*Tgas**(0.0000)*exp(-(2.249000E+03)/Tgas)*pct**(0)/exp(-1.0247173399999996*(log(Tgas)-1)+0.0038232422530000004*Tgas/2+-4.588204740000001e-06*Tgas**2/6+3.5689449819999996e-09*Tgas**3/12+-1.2585916530000015e-12*Tgas**4/20--2912.0326699999987/Tgas+2.9481138300000005)
855,C2H4,CO,,CH3CCH,O,,4.900000E-10*Tgas**(-0.5900)*exp(-(2.220000E+03)/Tgas)*pct**(0)/exp(1.6900801300000006*(log(Tgas)-1)+-0.02070119958*Tgas/2+4.896569004e-05*Tgas**2/6+-4.846614010000001e-08*Tgas**3/12+1.73559063e-11*Tgas**4/20--59178.94322/Tgas+-4.323157130000002)
856,C2H2,CH3,,CH3CCH,H,,4.700000E-16*Tgas**(1.7400)*exp(-(3.873000E+03)/Tgas)*pct**(0)/exp(-0.7145275180000001*(log(Tgas)-1)+0.009688523099999999*Tgas/2+-3.2565894700000004e-05*Tgas**2/6+3.50548185e-08*Tgas**3/12+-1.2650472750000003e-11*Tgas**4/20--3424.337199999998/Tgas+6.18295925)
857,C3H3,H2O,,CH3CCH,OH,,3.320000E-17*Tgas**(2.0000)*exp(-(2.516000E+03)/Tgas)*pct**(0)/exp(-1.1226272099999992*(log(Tgas)-1)+0.017306142950000002*Tgas/2+-4.798609903e-05*Tgas**2/6+4.967988116e-08*Tgas**3/12+-1.806076832e-11*Tgas**4/20--13697.004259999994/Tgas+4.583914167)
858,H2CCO,CH3,,CH2CCH2,OH,,4.120000E-09*Tgas**(-1.2500)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.81543768*(log(Tgas)-1)+0.01053703495*Tgas/2+-3.510746353e-05*Tgas**2/6+4.113957216e-08*Tgas**3/12+-1.6249815060000003e-11*Tgas**4/20--15635.83456/Tgas+4.932191777)
859,CH3CCH,H2,,C3H5,H,,1.500000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.02712351*(log(Tgas)-1)+-0.0004826764346000001*Tgas/2+-1.8811046044000003e-05*Tgas**2/6+2.9081523021000007e-08*Tgas**3/12+-1.2677683370600001e-11*Tgas**4/20--24663.003490000003/Tgas+-10.03923834)
860,CH2CCH2,CH4,,C3H5,CH3,,5.000000E-12*Tgas**(-0.3200)*exp(-(-6.600000E+01)/Tgas)*pct**(0)/exp(2.44878605*(log(Tgas)-1)+-0.020073138900000002*Tgas/2+4.1402010799999994e-05*Tgas**2/6+-3.4700443199999995e-08*Tgas**3/12+1.0615225600000001e-11*Tgas**4/20--24071.8759/Tgas+-12.18472236)
861,CH2,H2,,CH2_SING,H2,,1.260000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.47573479000000063*(log(Tgas)-1)+0.00360496444*Tgas/2+-5.9832920000000014e-06*Tgas**2/6+3.1412748100000004e-09*Tgas**3/12+-2.8024333000000017e-13*Tgas**4/20--4493.838000000007/Tgas+2.4997137599999997)
862,CH2,H2O,,CH2_SING,H2O,,5.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.47573479000000063*(log(Tgas)-1)+0.0036049644399999995*Tgas/2+-5.983292e-06*Tgas**2/6+3.141274810000002e-09*Tgas**3/12+-2.8024333000000037e-13*Tgas**4/20--4493.838000000003/Tgas+2.49971376)
863,CH2,CO,,CH2_SING,CO,,5.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.47573479000000063*(log(Tgas)-1)+0.0036049644399999995*Tgas/2+-5.983292000000001e-06*Tgas**2/6+3.14127481e-09*Tgas**3/12+-2.8024332999999997e-13*Tgas**4/20--4493.838000000007/Tgas+2.4997137599999997)
864,N2,NO,,N_2D,N2O,,1.500000E-11*Tgas**(0.0000)*exp(-(5.700000E+02)/Tgas)*pct**(0)/exp(2.9924540399999997*(log(Tgas)-1)+-0.016068270228*Tgas/2+2.4212624467e-05*Tgas**2/6+-1.658722925e-08*Tgas**3/12+4.32745459e-12*Tgas**4/20--56048.28924/Tgas+-9.70382041)
865,N2,CH,,N_2D,HCN,,6.800000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.2617515900000007*(log(Tgas)-1)+-0.009850386888*Tgas/2+1.1158482167e-05*Tgas**2/6+-4.493899780000001e-09*Tgas**3/12+1.9381143000000002e-13*Tgas**4/20--1081.1758799999952/Tgas+-8.05847392)
866,CH2,M,,H,CH,M,2.760000E-29*Tgas**(-1.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-2.27217984*(log(Tgas)-1)+0.0009495910000000001*Tgas/2+3.86344761e-06*Tgas**2/6+-6.651427e-09*Tgas**3/12+3.05826896e-12*Tgas**4/20--50262.02840000001/Tgas+0.11537819999999988)
867,CH2OH,M,,H2O,CH,M,1.000000E-31*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-3.2100703299999997*(log(Tgas)-1)+0.00036138323*Tgas/2+2.3018004199999996e-05*Tgas**2/6+-3.41616548e-08*Tgas**3/12+1.4424889800000002e-11*Tgas**4/20--43891.79628000001/Tgas+2.07384475)
868,NH3,M,,H,NH2,M,5.380000E-25*Tgas**(-2.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-2.2312286500000003*(log(Tgas)-1)+-0.0036417893599999997*Tgas/2+1.4463587060000002e-05*Tgas**2/6+-1.5035925649999997e-08*Tgas**3/12+5.33910607e-12*Tgas**4/20--53367.52374/Tgas+-0.8073465556)
869,NH2,M,,H2,N,M,1.000000E-36*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-1.8100925199999995*(log(Tgas)-1)+-0.0021325758354*Tgas/2+6.9412446840000004e-06*Tgas**2/6+-5.586378971e-09*Tgas**3/12+1.5851354506e-12*Tgas**4/20--33871.996609999995/Tgas+-0.025629734399999896)
870,N2H4,M,,NH2,NH2,M,4.480000E-14*Tgas**(-5.4900)*exp(-(1.000000E+03)/Tgas)*pct**(-1)/exp(-4.54923883*(log(Tgas)-1)+0.0034429269849999998*Tgas/2+2.4329723620000004e-05*Tgas**2/6+-3.9572773500000005e-08*Tgas**3/12+1.722440744e-11*Tgas**4/20--32283.2647/Tgas+5.9336773488)
871,CH3NH2,M,,NH2,CH3,M,6.030000E-18*Tgas**(-3.8500)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-2.9132065900000006*(log(Tgas)-1)+-0.01074929363*Tgas/2+5.4523614760000006e-05*Tgas**2/6+-6.494936115e-08*Tgas**3/12+2.486758802e-11*Tgas**4/20--41572.15626/Tgas+-0.5635049856000001)
872,CH3CN,M,,CH2CN,H,M,1.000000E-29*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-1.3067121399999997*(log(Tgas)-1)+-0.013282418269999999*Tgas/2+3.86493654e-05*Tgas**2/6+-3.88462903e-08*Tgas**3/12+1.3756605169999999e-11*Tgas**4/20--47608.52528/Tgas+-5.3043778900000005)
873,C3H3,M,,C3H2,H,M,4.000000E-19*Tgas**(-3.0000)*exp(-(6.000000E+02)/Tgas)*pct**(-1)/exp(-4.33113907*(log(Tgas)-1)+0.033081936045*Tgas/2+-8.6916642e-05*Tgas**2/6+9.260309860000001e-08*Tgas**3/12+-3.46832387e-11*Tgas**4/20--43192.190299999995/Tgas+6.51796019)
874,C6H6,M,,C3H3,C3H3,M,2.810000E-21*Tgas**(-2.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-2.197398828*(log(Tgas)-1)+-0.046980194*Tgas/2+0.0001686000695*Tgas**2/6+-1.9339778499999998e-07*Tgas**3/12+7.44292685e-11*Tgas**4/20--72983.50907/Tgas+-8.770430300000001)
875,C6H6,M,,C6H5,H,M,1.300000E-29*Tgas**(0.0000)*exp(-(3.800000E+02)/Tgas)*pct**(-1)/exp(-3.097730248*(log(Tgas)-1)+-0.0285792558*Tgas/2+0.0001039334488*Tgas**2/6+-1.1860496691099999e-07*Tgas**3/12+4.546848211e-11*Tgas**4/20--85464.29477000001/Tgas+1.0409997499999974)
876,C6H5,M,,C2H2,C4H3,M,3.000000E-23*Tgas**(-1.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-3.0857725019999998*(log(Tgas)-1)+-0.003330140199999998*Tgas/2+3.44945199e-05*Tgas**2/6+-4.5848846389e-08*Tgas**3/12+1.856495447e-11*Tgas**4/20--16254.73920000001/Tgas+-3.4391919999999985)
877,C4H5,M,,C2H2,C2H3,M,8.200000E-30*Tgas**(0.0000)*exp(-(3.520000E+02)/Tgas)*pct**(-1)/exp(-0.8863965820000002*(log(Tgas)-1)+-0.009292109422*Tgas/2+3.5400817200000005e-05*Tgas**2/6+-3.91778567e-08*Tgas**3/12+1.4404580950000001e-11*Tgas**4/20--18981.689300000005/Tgas+-9.189380120000001)
878,HCS,M,,H,CS,M,2.300000E-26*Tgas**(-2.0000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-2.43959828*(log(Tgas)-1)+0.002603237567*Tgas/2+2.725701999999992e-07*Tgas**2/6+-3.1916356999999978e-09*Tgas**3/12+1.8715735000000003e-12*Tgas**4/20--25132.878300000004/Tgas+2.4039525200000007)
879,CS2,M,,S,CS,M,1.710000E-24*Tgas**(-2.4200)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-3.876195669999999*(log(Tgas)-1)+0.01644419746*Tgas/2+-2.9082569199999997e-05*Tgas**2/6+2.50214398e-08*Tgas**3/12+-8.29584186e-12*Tgas**4/20--52142.6193/Tgas+1.3717195800000006)
880,CH3CCH,M,,C3H3,H,M,9.400000E-20*Tgas**(-3.3000)*exp(-(0.000000E+00)/Tgas)*pct**(-1)/exp(-1.1707218300000002*(log(Tgas)-1)+-0.0169414781*Tgas/2+4.98898003e-05*Tgas**2/6+-5.1288645e-08*Tgas**3/12+1.84695413e-11*Tgas**4/20--45439.2801/Tgas+-4.88224185)
881,CH3CCH,M,,CH2,C2H2,M,3.090000E-15*Tgas**(-3.2100)*exp(-(1.620000E+02)/Tgas)*pct**(-1)/exp(-1.8458712419999999*(log(Tgas)-1)+-0.0088358378*Tgas/2+3.585081049e-05*Tgas**2/6+-3.8184333800000003e-08*Tgas**3/12+1.3464091490000001e-11*Tgas**4/20--51498.99340000001/Tgas+-5.815720449999999)
882,N,M,,N_2D,M,,1.700000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.0*(log(Tgas)-1)+0.0*Tgas/2+0.0*Tgas**2/6+0.0*Tgas**3/12+0.0*Tgas**4/20-0.0/Tgas+0.0)
883,C2,H,M,C2H,M,,5.000000E-01*(Tgas/300.)**(-5.1600)*exp(-(5.740000E+04)/Tgas)*pct**(1)/exp(3.29518362*(log(Tgas)-1)+-0.01514652317*Tgas/2+3.331046254e-05*Tgas**2/6+-3.278812951e-08*Tgas**3/12+1.1611370811e-11*Tgas**4/20-56794.2868/Tgas+-4.39538911)
