# [b'Cross sections for HNC\nHelgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022-11-24\nPhotodissociation source: Aguado+ (2017)\nPhotoionization source: Gans+ (2019)\nwavelength: (nm)\nphotoabsorption:    cross section (cm2)\nphotodissociation:  cross section (cm2)\nphotoionisation:    cross section (cm2)']
# 
# wavelength   photoabsorption photodissociation   photoionisation
 141.9506185       1.04447e-17       1.04447e-17       0.00000e+00
 142.0511293       1.60000e-16       1.60000e-16       0.00000e+00
 142.6575239       2.74178e-17       2.74178e-17       0.00000e+00
 142.7592030       1.79668e-17       1.79668e-17       0.00000e+00
 142.8608624       1.68096e-17       1.68096e-17       0.00000e+00
 142.9626668       1.56523e-17       1.56523e-17       0.00000e+00
 143.0647815       1.54595e-17       1.54595e-17       0.00000e+00
 143.1668768       1.31450e-17       1.31450e-17       0.00000e+00
 143.2691179       1.21806e-17       1.21806e-17       0.00000e+00
 143.3716710       1.39165e-17       1.39165e-17       0.00000e+00
 143.4742050       1.39165e-17       1.39165e-17       0.00000e+00
 143.5768857       1.44951e-17       1.44951e-17       0.00000e+00
 143.6798800       1.75811e-17       1.75811e-17       0.00000e+00
 143.7828554       1.70025e-17       1.70025e-17       0.00000e+00
 143.8861455       1.68096e-17       1.68096e-17       0.00000e+00
 143.9894169       1.68096e-17       1.68096e-17       0.00000e+00
 144.0928367       9.28748e-18       9.28748e-18       0.00000e+00
 144.1965728       1.06376e-17       1.06376e-17       0.00000e+00
 144.3002905       1.48808e-17       1.48808e-17       0.00000e+00
 144.4041574       1.60381e-17       1.60381e-17       0.00000e+00
 144.5083425       1.60381e-17       1.60381e-17       0.00000e+00
 144.6125093       1.50737e-17       1.50737e-17       0.00000e+00
 144.7168264       1.43022e-17       1.43022e-17       0.00000e+00
 144.8214632       9.09459e-18       9.09459e-18       0.00000e+00
 144.9260821       7.93735e-18       7.93735e-18       0.00000e+00
 145.0310219       7.55159e-18       7.55159e-18       0.00000e+00
 145.1359438       5.81573e-18       5.81573e-18       0.00000e+00
 145.2410177       4.65847e-18       4.65847e-18       0.00000e+00
 145.3464142       5.62286e-18       5.62286e-18       0.00000e+00
 145.4517932       1.39165e-17       1.39165e-17       0.00000e+00
 145.5573251       1.66167e-17       1.66167e-17       0.00000e+00
 145.6631814       1.75811e-17       1.75811e-17       0.00000e+00
 145.7690203       1.71953e-17       1.71953e-17       0.00000e+00
 145.8751848       1.50737e-17       1.50737e-17       0.00000e+00
 145.9813322       7.74446e-18       7.74446e-18       0.00000e+00
 146.0876342       7.74446e-18       7.74446e-18       0.00000e+00
 146.1942635       1.35307e-17       1.35307e-17       0.00000e+00
 146.3008759       1.54595e-17       1.54595e-17       0.00000e+00
 146.4076439       1.70025e-17       1.70025e-17       0.00000e+00
 146.5147410       1.54595e-17       1.54595e-17       0.00000e+00
 146.6218216       1.43022e-17       1.43022e-17       0.00000e+00
 146.7290587       7.93735e-18       7.93735e-18       0.00000e+00
 146.8366268       4.46560e-18       4.46560e-18       0.00000e+00
 146.9441785       3.69410e-18       3.69410e-18       0.00000e+00
 147.0520623       4.65847e-18       4.65847e-18       0.00000e+00
 147.1599299       7.93735e-18       7.93735e-18       0.00000e+00
 147.2679559       7.93735e-18       7.93735e-18       0.00000e+00
 147.3763158       7.93735e-18       7.93735e-18       0.00000e+00
 147.4846599       7.93735e-18       7.93735e-18       0.00000e+00
 147.5931634       6.00860e-18       6.00860e-18       0.00000e+00
 147.7020026       1.48808e-17       1.48808e-17       0.00000e+00
 147.8108262       1.50737e-17       1.50737e-17       0.00000e+00
 147.9198103       1.58452e-17       1.58452e-17       0.00000e+00
 148.0291320       1.70025e-17       1.70025e-17       0.00000e+00
 148.1384383       1.52666e-17       1.52666e-17       0.00000e+00
 148.2480835       1.46880e-17       1.46880e-17       0.00000e+00
 148.3577136       1.39165e-17       1.39165e-17       0.00000e+00
 148.4675060       1.37236e-17       1.37236e-17       0.00000e+00
 148.5776390       6.97297e-18       6.97297e-18       0.00000e+00
 148.6877572       6.97297e-18       6.97297e-18       0.00000e+00
 148.7980388       6.78010e-18       6.78010e-18       0.00000e+00
 148.9086629       7.93735e-18       7.93735e-18       0.00000e+00
 149.0192725       7.16585e-18       7.16585e-18       0.00000e+00
 149.1302260       6.78010e-18       6.78010e-18       0.00000e+00
 149.2411652       6.39436e-18       6.39436e-18       0.00000e+00
 149.3522695       3.11548e-18       3.11548e-18       0.00000e+00
 149.4637196       2.72974e-18       2.72974e-18       0.00000e+00
 149.5751556       2.92261e-18       2.92261e-18       0.00000e+00
 149.6867580       3.30835e-18       3.30835e-18       0.00000e+00
 149.7987080       3.88697e-18       3.88697e-18       0.00000e+00
 149.9106443       9.28748e-18       9.28748e-18       0.00000e+00
 150.0227481       2.31745e-17       2.31745e-17       0.00000e+00
 150.1352014       2.37532e-17       2.37532e-17       0.00000e+00
 150.2476414       2.52961e-17       2.52961e-17       0.00000e+00
 150.3604323       2.41389e-17       2.41389e-17       0.00000e+00
 150.4732100       8.70885e-18       8.70885e-18       0.00000e+00
 150.5861570       6.78010e-18       6.78010e-18       0.00000e+00
 150.6994569       6.97297e-18       6.97297e-18       0.00000e+00
 150.8127439       6.58723e-18       6.58723e-18       0.00000e+00
 150.9262014       6.58723e-18       6.58723e-18       0.00000e+00
 151.0400138       5.62286e-18       5.62286e-18       0.00000e+00
 151.1538136       5.42997e-18       5.42997e-18       0.00000e+00
 151.2677851       5.23710e-18       5.23710e-18       0.00000e+00
 151.3821134       3.50123e-18       3.50123e-18       0.00000e+00
 151.4964295       2.92261e-18       2.92261e-18       0.00000e+00
 151.6111038       2.92261e-18       2.92261e-18       0.00000e+00
 151.7257662       3.30835e-18       3.30835e-18       0.00000e+00
 151.8406021       4.46560e-18       4.46560e-18       0.00000e+00
 151.9557982       9.28748e-18       9.28748e-18       0.00000e+00
 152.0709828       9.67322e-18       9.67322e-18       0.00000e+00
 152.1863421       1.02518e-17       1.02518e-17       0.00000e+00
 152.3020636       1.16020e-17       1.16020e-17       0.00000e+00
 152.4177739       1.70025e-17       1.70025e-17       0.00000e+00
 152.5338478       1.71953e-17       1.71953e-17       0.00000e+00
 152.6499106       1.70025e-17       1.70025e-17       0.00000e+00
 152.7661503       1.48808e-17       1.48808e-17       0.00000e+00
 152.8827556       7.55159e-18       7.55159e-18       0.00000e+00
 152.9993502       5.42997e-18       5.42997e-18       0.00000e+00
 153.1161229       3.88697e-18       3.88697e-18       0.00000e+00
 153.2332633       3.50123e-18       3.50123e-18       0.00000e+00
 153.3503934       4.46560e-18       4.46560e-18       0.00000e+00
 153.4677026       4.65847e-18       4.65847e-18       0.00000e+00
 153.5853818       4.85136e-18       4.85136e-18       0.00000e+00
 153.7030510       5.04423e-18       5.04423e-18       0.00000e+00
 153.8210916       4.07984e-18       4.07984e-18       0.00000e+00
 153.9391224       4.85136e-18       4.85136e-18       0.00000e+00
 154.0573345       6.00860e-18       6.00860e-18       0.00000e+00
 154.1759200       6.00860e-18       6.00860e-18       0.00000e+00
 154.2944962       6.20147e-18       6.20147e-18       0.00000e+00
 154.4132549       5.23710e-18       5.23710e-18       0.00000e+00
 154.5323892       4.65847e-18       4.65847e-18       0.00000e+00
 154.6515146       5.04423e-18       5.04423e-18       0.00000e+00
 154.7708238       8.13022e-18       8.13022e-18       0.00000e+00
 154.8905107       1.25663e-17       1.25663e-17       0.00000e+00
 155.0101890       1.29521e-17       1.29521e-17       0.00000e+00
 155.1302465       1.29521e-17       1.29521e-17       0.00000e+00
 155.2502958       1.23735e-17       1.23735e-17       0.00000e+00
 155.3705310       5.04423e-18       5.04423e-18       0.00000e+00
 155.4911476       4.27273e-18       4.27273e-18       0.00000e+00
 155.6117563       3.50123e-18       3.50123e-18       0.00000e+00
 155.7325522       3.30835e-18       3.30835e-18       0.00000e+00
 155.8537318       4.07984e-18       4.07984e-18       0.00000e+00
 155.9749038       6.39436e-18       6.39436e-18       0.00000e+00
 156.0964610       6.39436e-18       6.39436e-18       0.00000e+00
 156.2180109       6.58723e-18       6.58723e-18       0.00000e+00
 156.3397503       6.58723e-18       6.58723e-18       0.00000e+00
 156.4618770       3.88697e-18       3.88697e-18       0.00000e+00
 156.5839969       3.88697e-18       3.88697e-18       0.00000e+00
 156.7063076       3.88697e-18       3.88697e-18       0.00000e+00
 156.8290078       3.88697e-18       3.88697e-18       0.00000e+00
 156.9517017       3.50123e-18       3.50123e-18       0.00000e+00
 157.0745878       3.30835e-18       3.30835e-18       0.00000e+00
 157.1978657       3.50123e-18       3.50123e-18       0.00000e+00
 157.3211376       5.62286e-18       5.62286e-18       0.00000e+00
 157.4448030       8.70885e-18       8.70885e-18       0.00000e+00
 157.5684627       8.90172e-18       8.90172e-18       0.00000e+00
 157.6923168       9.28748e-18       9.28748e-18       0.00000e+00
 157.8165666       8.70885e-18       8.70885e-18       0.00000e+00
 157.9408112       4.46560e-18       4.46560e-18       0.00000e+00
 158.0652516       3.69410e-18       3.69410e-18       0.00000e+00
 158.1900901       3.30835e-18       3.30835e-18       0.00000e+00
 158.3149237       3.11548e-18       3.11548e-18       0.00000e+00
 158.4399545       3.50123e-18       3.50123e-18       0.00000e+00
 158.5653858       3.88697e-18       3.88697e-18       0.00000e+00
 158.6908127       3.88697e-18       3.88697e-18       0.00000e+00
 158.8166417       3.69410e-18       3.69410e-18       0.00000e+00
 158.9424665       3.69410e-18       3.69410e-18       0.00000e+00
 159.0684909       3.11548e-18       3.11548e-18       0.00000e+00
 159.1949197       2.92261e-18       2.92261e-18       0.00000e+00
 159.3213450       2.92261e-18       2.92261e-18       0.00000e+00
 159.4479711       2.92261e-18       2.92261e-18       0.00000e+00
 159.5750041       2.92261e-18       2.92261e-18       0.00000e+00
 159.7020340       2.72974e-18       2.72974e-18       0.00000e+00
 159.8294723       2.92261e-18       2.92261e-18       0.00000e+00
 159.9569078       3.11548e-18       3.11548e-18       0.00000e+00
 160.0845467       5.23710e-18       5.23710e-18       0.00000e+00
 160.2125965       5.23710e-18       5.23710e-18       0.00000e+00
 160.3406439       5.42997e-18       5.42997e-18       0.00000e+00
 160.4688961       5.23710e-18       5.23710e-18       0.00000e+00
 160.5975618       3.30835e-18       3.30835e-18       0.00000e+00
 160.7262255       2.72974e-18       2.72974e-18       0.00000e+00
 160.8550956       2.53685e-18       2.53685e-18       0.00000e+00
 160.9843815       2.53685e-18       2.53685e-18       0.00000e+00
 161.1136661       2.53685e-18       2.53685e-18       0.00000e+00
 161.2433682       2.53685e-18       2.53685e-18       0.00000e+00
 161.3730692       2.53685e-18       2.53685e-18       0.00000e+00
 161.5029791       2.53685e-18       2.53685e-18       0.00000e+00
 161.6333090       2.34398e-18       2.34398e-18       0.00000e+00
 161.7636384       2.15111e-18       2.15111e-18       0.00000e+00
 161.8941781       2.15111e-18       2.15111e-18       0.00000e+00
 162.0251404       1.76536e-18       1.76536e-18       0.00000e+00
 162.1561027       1.76536e-18       1.76536e-18       0.00000e+00
 162.2872769       1.76536e-18       1.76536e-18       0.00000e+00
 162.4188762       1.76536e-18       1.76536e-18       0.00000e+00
 162.5504760       1.76536e-18       1.76536e-18       0.00000e+00
 162.6825027       1.76536e-18       1.76536e-18       0.00000e+00
 162.8145303       2.92261e-18       2.92261e-18       0.00000e+00
 162.9467723       2.72974e-18       2.72974e-18       0.00000e+00
 163.0794438       2.72974e-18       2.72974e-18       0.00000e+00
 163.2121167       2.53685e-18       2.53685e-18       0.00000e+00
 163.3450056       2.34398e-18       2.34398e-18       0.00000e+00
 163.4783267       1.95824e-18       1.95824e-18       0.00000e+00
 163.6116496       1.76536e-18       1.76536e-18       0.00000e+00
 163.7454065       1.57248e-18       1.57248e-18       0.00000e+00
 163.8791656       1.18673e-18       1.18673e-18       0.00000e+00
 164.0131434       8.00982e-19       8.00982e-19       0.00000e+00
 164.1475578       9.93857e-19       9.93857e-19       0.00000e+00
 164.2819751       8.00982e-19       8.00982e-19       0.00000e+00
 164.4166126       8.00982e-19       8.00982e-19       0.00000e+00
 164.5516894       8.00982e-19       8.00982e-19       0.00000e+00
 164.6867696       6.08108e-19       6.08108e-19       0.00000e+00
 164.8220717       8.00982e-19       8.00982e-19       0.00000e+00
 164.9578158       6.08108e-19       6.08108e-19       0.00000e+00
 165.0935638       6.08108e-19       6.08108e-19       0.00000e+00
 165.2297557       6.08108e-19       6.08108e-19       0.00000e+00
 165.3659518       6.08108e-19       6.08108e-19       0.00000e+00
 165.5023727       6.08108e-19       6.08108e-19       0.00000e+00
 165.6392402       6.08108e-19       6.08108e-19       0.00000e+00
 165.7761125       6.08108e-19       6.08108e-19       0.00000e+00
 165.9132113       6.08108e-19       6.08108e-19       0.00000e+00
 166.0507594       6.08108e-19       6.08108e-19       0.00000e+00
 166.1883129       4.15233e-19       4.15233e-19       0.00000e+00
 166.3263177       4.15233e-19       4.15233e-19       0.00000e+00
 166.4643284       4.15233e-19       4.15233e-19       0.00000e+00
 166.6025683       4.15233e-19       4.15233e-19       0.00000e+00
 166.7412622       4.15233e-19       4.15233e-19       0.00000e+00
 166.8799627       2.22359e-19       2.22359e-19       0.00000e+00
 167.0188941       2.22359e-19       2.22359e-19       0.00000e+00
 167.1582823       4.15233e-19       4.15233e-19       0.00000e+00
 167.2976777       2.22359e-19       2.22359e-19       0.00000e+00
 167.4373057       4.15233e-19       4.15233e-19       0.00000e+00
 167.5773936       4.15233e-19       4.15233e-19       0.00000e+00
 167.7174891       4.15233e-19       4.15233e-19       0.00000e+00
 167.8000000       0.00000e+00       0.00000e+00       0.00000e+00
 170.0000000       0.00000e+00       0.00000e+00       0.00000e+00
